municipality,oevk,no_votes18,opp_18,fidesz_18,jobbik18,m_type,no_votes22,fidesz22,opp_alliance22,mi_hazank22,opp_affiliation22,opp_won22,opp22is_jobbik18,mihazank22is_jobbik18,jobbik18on_mihazank22list,jobbik18on_opp22list,jobbik18on_preelection
Gáborjánháza,Zala megye 1. számú egyéni választókerület,42,11,31,8,Falu,35,25,8,0,DK,0,0,0,0,1,1
Gacsály,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,377,74,297,40,Falu,361,314,40,4,DK,0,0,0,0,0,0
Gadács,Somogy megye 4. számú egyéni választókerület,47,23,24,18,Falu,38,24,14,0,JOBBIK,0,1,0,0,1,1
Gadány,Somogy megye 3. számú egyéni választókerület,138,48,90,40,Falu,131,88,38,3,JOBBIK,0,1,0,0,1,1
Gadna,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,118,10,108,10,Falu,118,118,0,0,JOBBIK,0,0,0,0,0,0
Gádoros,Békés megye 4. számú egyéni választókerület,1808,840,901,607,Falu,1698,961,545,115,JOBBIK,0,1,0,0,0,1
Gagyapáti,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,14,5,9,1,Falu,19,10,8,0,JOBBIK,0,0,0,0,0,0
Gagybátor,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,82,30,47,18,Falu,77,63,10,3,JOBBIK,0,0,0,0,0,0
Gagyvendégi,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,109,31,76,24,Falu,88,66,21,1,JOBBIK,0,0,0,0,0,0
Galambok,Zala megye 3. számú egyéni választókerület,569,230,325,174,Falu,569,383,134,35,DK,0,0,0,0,0,0
Galgaguta,Nógrád megye 2. számú egyéni választókerület,368,161,202,128,Falu,335,200,81,41,MOMENTUM,0,0,0,0,0,0
Galgagyörk,Pest megye 4. számú egyéni választókerület,516,178,324,134,Falu,522,360,119,30,JOBBIK,0,0,0,0,0,0
Galgahévíz,Pest megye 9. számú egyéni választókerület,1437,564,842,375,Falu,1469,937,397,75,LMP,0,0,0,0,0,0
Galgamácsa,Pest megye 6. számú egyéni választókerület,1000,441,527,219,Falu,1007,571,289,76,LMP,0,0,0,0,0,0
Gálosfa,Somogy megye 1. számú egyéni választókerület,119,22,90,13,Falu,110,91,7,6,DK,0,0,0,0,0,0
Galvács,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,53,10,43,6,Falu,57,51,4,1,JOBBIK,0,0,0,0,0,0
Gamás,Somogy megye 3. számú egyéni választókerület,347,86,257,58,Falu,317,258,48,9,JOBBIK,0,1,0,0,1,1
Ganna,Veszprém megye 4. számú egyéni választókerület,175,58,115,44,Falu,160,96,41,14,MSZP,0,0,0,0,0,0
Gánt,Fejér megye 3. számú egyéni választókerület,365,124,238,74,Falu,375,238,99,24,DK,0,0,0,0,1,0
Gara,Bács-Kiskun megye 6. számú egyéni választókerület,977,459,500,191,Falu,892,529,249,87,MOMENTUM,0,0,0,0,0,0
Garáb,Nógrád megye 1. számú egyéni választókerület,32,9,17,8,Falu,26,17,5,4,DK,0,0,0,0,1,0
Garabonc,Zala megye 2. számú egyéni választókerület,306,78,223,61,Falu,281,205,45,27,MOMENTUM,0,0,0,0,0,0
Garadna,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,220,77,134,58,Falu,193,128,48,9,JOBBIK,0,0,0,0,0,0
Garbolc,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,88,19,69,11,Falu,89,80,8,1,DK,0,0,0,0,0,0
Gárdony,Fejér megye 3. számú egyéni választókerület,6493,3536,2871,1659,Kisváros,7040,3353,2836,419,DK,0,0,0,0,1,0
Garé,Baranya megye 4. számú egyéni választókerület,167,89,70,46,Falu,150,84,54,6,DK,0,0,0,0,0,0
Gasztony,Vas megye 3. számú egyéni választókerület,240,69,169,57,Falu,243,184,44,13,LMP,0,0,0,0,0,1
Gátér,Bács-Kiskun megye 4. számú egyéni választókerület,516,172,326,94,Falu,503,336,112,20,LMP,0,0,0,0,0,0
Gávavencsellő,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,1641,701,911,539,Falu,1558,1105,349,72,MSZP,0,0,0,0,0,0
Géberjén,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,331,133,195,108,Falu,292,223,53,15,JOBBIK,0,0,1,1,0,0
Gecse,Veszprém megye 4. számú egyéni választókerület,229,65,164,44,Falu,201,151,34,13,MSZP,0,0,0,0,0,0
Géderlak,Bács-Kiskun megye 3. számú egyéni választókerület,522,232,281,161,Falu,490,295,141,39,DK,0,0,0,0,0,0
Gégény,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,916,313,589,258,Falu,838,567,199,40,JOBBIK,0,0,0,0,1,1
Gelej,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,354,89,264,59,Falu,345,269,48,18,MSZP,0,0,0,0,0,0
Gelénes,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,288,66,218,49,Falu,267,221,37,5,DK,0,0,0,0,0,0
Gellénháza,Zala megye 1. számú egyéni választókerület,898,373,499,178,Falu,915,529,245,71,DK,0,0,0,0,1,1
Gelse,Zala megye 2. számú egyéni választókerület,576,325,245,236,Falu,538,276,209,42,MOMENTUM,0,0,0,0,0,0
Gelsesziget,Zala megye 3. számú egyéni választókerület,141,62,76,48,Falu,141,90,39,7,DK,0,0,0,0,0,0
Gemzse,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,426,109,315,92,Falu,397,297,87,9,JOBBIK,0,0,0,0,1,1
Gencsapáti,Vas megye 2. számú egyéni választókerület,1708,662,1015,291,Falu,1707,1002,522,99,MSZP,0,0,0,0,0,0
Gérce,Vas megye 3. számú egyéni választókerület,583,190,387,134,Falu,585,394,124,56,LMP,0,0,0,0,0,1
Gerde,Baranya megye 4. számú egyéni választókerület,230,80,141,43,Falu,214,148,40,7,DK,0,0,0,0,0,0
Gerendás,Békés megye 1. számú egyéni választókerület,721,309,390,235,Falu,615,349,203,50,JOBBIK,0,0,0,0,0,0
Gerényes,Baranya megye 4. számú egyéni választókerület,80,23,53,7,Falu,79,69,9,1,DK,0,0,0,0,0,0
Geresdlak,Baranya megye 3. számú egyéni választókerület,392,121,260,74,Falu,389,265,102,18,JOBBIK,0,0,0,0,0,0
Gerjen,Tolna megye 3. számú egyéni választókerület,607,177,415,95,Falu,621,472,114,27,JOBBIK,0,1,0,0,1,1
Gersekarát,Vas megye 3. számú egyéni választókerület,384,112,266,93,Falu,415,297,87,23,LMP,0,0,0,0,0,1
Geszt,Békés megye 3. számú egyéni választókerület,314,96,213,75,Falu,356,298,45,11,DK,0,0,0,0,0,0
Gesztely,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,1225,527,677,352,Falu,1332,914,376,0,MSZP,0,0,0,0,0,0
Geszteréd,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,887,272,608,167,Falu,846,603,176,44,JOBBIK,0,0,0,0,0,0
Gétye,Zala megye 2. számú egyéni választókerület,41,15,25,7,Falu,46,31,15,0,MOMENTUM,0,0,0,0,0,0
Gibárt,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,216,110,98,98,Falu,196,120,53,17,JOBBIK,0,0,0,0,0,0
Gic,Veszprém megye 4. számú egyéni választókerület,192,76,114,55,Falu,208,166,30,10,MSZP,0,0,0,0,0,0
Gige,Somogy megye 2. számú egyéni választókerület,158,39,113,16,Falu,154,124,22,5,JOBBIK,0,1,0,0,1,1
Gilvánfa,Baranya megye 4. számú egyéni választókerület,146,9,129,1,Falu,131,118,7,0,DK,0,0,0,0,0,0
Girincs,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,356,105,240,58,Falu,372,280,78,0,MSZP,0,0,0,0,0,0
Göd,Pest megye 5. számú egyéni választókerület,11801,6464,5204,1854,Falu,34,20,13,0,PÁRBESZÉD,0,0,0,0,1,0
Gödöllő,Pest megye 6. számú egyéni választókerület,20569,11625,8297,3064,Középváros,12757,5747,5314,598,LMP,0,0,0,0,0,0
Gödre,Baranya megye 4. számú egyéni választókerület,424,106,303,63,Középváros,20511,8696,9154,1079,DK,0,0,0,0,0,0
Gógánfa,Veszprém megye 3. számú egyéni választókerület,376,123,246,99,Falu,374,243,110,0,JOBBIK,0,1,0,0,1,1
Gölle,Somogy megye 4. számú egyéni választókerület,417,181,234,74,Falu,399,318,53,23,JOBBIK,0,1,0,0,1,1
Golop,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,334,137,195,85,Falu,329,236,68,17,JOBBIK,0,0,0,0,0,0
Gomba,Pest megye 10. számú egyéni választókerület,1423,628,768,374,Falu,1614,987,406,140,PÁRBESZÉD,0,0,0,0,0,0
Gombosszeg,Zala megye 1. számú egyéni választókerület,25,13,12,3,Falu,24,11,10,1,DK,0,0,0,0,1,1
Gömörszőlős,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,50,23,25,16,Falu,398,279,112,0,MSZP,0,0,0,0,0,1
Gönc,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,965,353,585,259,Falu,51,35,8,2,JOBBIK,0,0,0,0,0,0
Göncruszka,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,268,89,159,74,Falu,866,606,191,54,JOBBIK,0,0,0,0,0,0
Gönyű,Győr-Moson-Sopron megye 2. számú egyéni választókerület,1663,693,945,435,Falu,257,178,59,11,DK,0,0,0,0,0,0
Gór,Vas megye 2. számú egyéni választókerület,154,42,107,20,Falu,171,123,29,9,MSZP,0,0,0,0,0,0
Görbeháza,Hajdú-Bihar megye 6. számú egyéni választókerület,1193,550,618,267,Falu,1768,1136,448,132,JOBBIK,0,0,0,0,0,0
Görcsöny,Baranya megye 4. számú egyéni választókerület,776,355,364,157,Falu,1203,774,304,86,DK,0,0,0,0,0,0
Görcsönydoboka,Baranya megye 3. számú egyéni választókerület,192,73,112,47,Falu,787,448,220,62,JOBBIK,0,0,0,0,0,0
Gordisa,Baranya megye 4. számú egyéni választókerület,125,34,84,10,Falu,127,89,24,8,DK,0,0,0,0,0,0
Görgeteg,Somogy megye 2. számú egyéni választókerület,489,185,290,167,Falu,174,96,54,22,JOBBIK,0,1,0,0,1,1
Gősfa,Zala megye 2. számú egyéni választókerület,164,39,116,26,Falu,456,301,139,13,MOMENTUM,0,0,0,0,0,0
Gosztola,Zala megye 1. számú egyéni választókerület,29,14,14,7,Falu,164,132,20,9,DK,0,0,0,0,1,1
Grábóc,Tolna megye 2. számú egyéni választókerület,88,20,64,7,Falu,97,82,9,6,DK,0,0,0,0,0,0
Gulács,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,543,143,394,119,Falu,436,334,69,24,DK,0,0,0,0,0,0
Gutorfölde,Zala megye 3. számú egyéni választókerület,568,247,312,203,Falu,540,321,137,46,DK,0,0,0,0,0,0
Gyál,Pest megye 7. számú egyéni választókerület,12306,6512,5370,3704,Középváros,12675,6284,4559,914,JOBBIK,0,0,0,0,1,0
Gyalóka,Győr-Moson-Sopron megye 4. számú egyéni választókerület,42,19,20,9,Falu,43,35,8,0,JOBBIK,0,1,0,0,1,1
Gyanógeregye,Vas megye 3. számú egyéni választókerület,91,30,59,25,Falu,105,72,22,9,LMP,0,0,0,0,0,1
Gyarmat,Győr-Moson-Sopron megye 3. számú egyéni választókerület,793,264,522,183,Falu,765,555,152,40,MSZP,0,0,0,0,1,1
Gyékényes,Somogy megye 2. számú egyéni választókerület,550,201,341,175,Falu,530,354,151,18,JOBBIK,0,1,0,0,1,1
Gyenesdiás,Zala megye 2. számú egyéni választókerület,2103,963,1108,660,Falu,2213,1267,723,125,MOMENTUM,0,0,0,0,0,0
Gyepükaján,Veszprém megye 3. számú egyéni választókerület,168,49,115,38,Falu,169,133,31,0,JOBBIK,0,1,0,0,1,1
Gyermely,Komárom-Esztergom megye 2. számú egyéni választókerület,834,304,498,176,Falu,884,530,271,41,JOBBIK,0,1,0,0,1,1
Gyód,Baranya megye 1. számú egyéni választókerület,371,87,184,58,Falu,407,236,111,24,PÁRBESZÉD,1,0,0,0,0,0
Gyomaendrőd,Békés megye 2. számú egyéni választókerület,6571,3184,3205,1876,Kisváros,6421,3476,2173,501,DK,0,0,0,0,0,0
Gyömöre,Győr-Moson-Sopron megye 2. számú egyéni választókerület,646,192,449,127,Falu,267,207,49,10,DK,0,0,0,0,0,0
Gyömrő,Pest megye 7. számú egyéni választókerület,9699,5172,4209,3106,Falu,1036,581,316,61,JOBBIK,0,0,0,0,1,0
Gyöngyfa,Baranya megye 4. számú egyéni választókerület,63,11,49,3,Falu,230,181,33,13,DK,0,0,0,0,0,0
Gyöngyös,Heves megye 2. számú egyéni választókerület,19556,12417,6901,9858,Falu,63,35,19,8,JOBBIK,0,0,0,0,0,0
Gyöngyösfalu,Vas megye 2. számú egyéni választókerület,661,270,379,119,Falu,910,652,169,63,MSZP,0,0,0,0,0,0
Gyöngyöshalász,Heves megye 3. számú egyéni választókerület,1516,871,628,714,Falu,422,292,86,36,MSZP,0,0,0,0,0,0
Gyöngyösmellék,Baranya megye 4. számú egyéni választókerület,117,39,76,11,Falu,1862,1245,452,122,DK,0,0,0,0,0,0
Gyöngyösoroszi,Heves megye 2. számú egyéni választókerület,630,293,325,248,Falu,664,506,114,34,JOBBIK,0,0,0,0,0,0
Gyöngyöspata,Heves megye 2. számú egyéni választókerület,1288,501,771,436,Falu,664,506,114,34,JOBBIK,0,0,0,0,0,0
Gyöngyössolymos,Heves megye 2. számú egyéni választókerület,1820,1010,793,816,Kisváros,4598,2700,1554,237,JOBBIK,0,0,0,0,0,0
Gyöngyöstarján,Heves megye 2. számú egyéni választókerület,1381,773,599,627,Falu,1394,816,395,94,JOBBIK,0,0,0,0,0,0
Gyönk,Tolna megye 3. számú egyéni választókerület,910,349,546,190,Falu,372,265,71,28,JOBBIK,0,1,0,0,1,1
Győrasszonyfa,Győr-Moson-Sopron megye 2. számú egyéni választókerület,292,92,196,76,Falu,633,451,129,36,DK,0,0,0,0,0,0
Györe,Tolna megye 2. számú egyéni választókerület,337,145,178,94,Középváros,10660,5023,4078,680,DK,0,0,0,0,0,0
Györgytarló,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,249,145,100,70,Falu,74,60,11,3,JOBBIK,0,0,0,0,0,0
Györköny,Tolna megye 3. számú egyéni választókerület,521,202,306,126,Középváros,17577,7967,8110,942,JOBBIK,0,1,0,0,1,1
Győrladamér,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1011,434,527,273,Falu,702,419,210,30,JOBBIK,0,0,0,0,0,0
Gyóró,Győr-Moson-Sopron megye 3. számú egyéni választókerület,225,52,171,44,Nagyváros,71180,36671,27279,3918,MSZP,0,0,0,0,1,1
Győröcske,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,64,34,27,30,Falu,1520,822,515,152,DK,0,0,0,0,0,0
Győrság,Győr-Moson-Sopron megye 2. számú egyéni választókerület,838,245,578,149,Falu,109,85,20,0,DK,0,0,0,0,0,0
Győrsövényház,Győr-Moson-Sopron megye 3. számú egyéni választókerület,383,127,255,75,Falu,638,418,177,28,MSZP,0,0,0,0,1,1
Győrszemere,Győr-Moson-Sopron megye 3. számú egyéni választókerület,1557,538,1002,374,Falu,1302,920,281,78,MSZP,0,0,0,0,1,1
Győrtelek,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,604,157,429,112,Falu,1787,922,699,118,JOBBIK,0,0,1,1,0,0
Győrújbarát,Győr-Moson-Sopron megye 2. számú egyéni választókerület,4021,1653,2332,784,Falu,912,614,234,45,DK,0,0,0,0,0,0
Győrújfalu,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1110,394,674,250,Falu,330,194,94,31,JOBBIK,0,0,0,0,0,0
Győrvár,Vas megye 3. számú egyéni választókerület,329,101,223,77,Falu,206,126,64,10,LMP,0,0,0,0,0,1
Győrzámoly,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1606,625,915,387,Falu,540,349,142,33,JOBBIK,0,0,0,0,0,0
Gyugy,Somogy megye 3. számú egyéni választókerület,155,45,108,37,Falu,161,115,39,7,JOBBIK,0,1,0,0,1,1
Gyügye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,154,59,87,30,Falu,32,21,9,0,DK,0,0,0,0,0,0
Gyula,Békés megye 3. számú egyéni választókerület,18941,9910,8522,4566,Középváros,18104,8627,7362,1237,DK,0,0,0,0,0,0
Gyulaháza,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,898,292,571,216,Falu,818,543,204,47,JOBBIK,0,0,0,0,1,1
Gyulaj,Tolna megye 2. számú egyéni választókerület,329,67,255,52,Falu,337,272,46,14,DK,0,0,0,0,0,0
Gyulakeszi,Veszprém megye 3. számú egyéni választókerület,387,225,157,210,Falu,382,187,185,0,JOBBIK,0,1,0,0,1,1
Gyüre,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,642,173,457,137,Falu,148,105,22,15,DK,0,0,0,0,0,0
Gyúró,Fejér megye 3. számú egyéni választókerület,723,292,427,169,Falu,794,501,218,43,DK,0,0,0,0,1,0
Gyűrűs,Zala megye 2. számú egyéni választókerület,43,12,28,4,Falu,599,470,107,16,MOMENTUM,0,0,0,0,0,0
Hács,Somogy megye 3. számú egyéni választókerület,175,79,93,60,Falu,177,106,36,31,JOBBIK,0,1,0,0,1,1
Hagyárosbörönd,Zala megye 1. számú egyéni választókerület,181,49,127,37,Falu,173,129,25,11,DK,0,0,0,0,1,1
Hahót,Zala megye 2. számú egyéni választókerület,536,193,338,131,Falu,542,371,121,33,MOMENTUM,0,0,0,0,0,0
Hajdúbagos,Hajdú-Bihar megye 4. számú egyéni választókerület,953,355,575,216,Falu,939,632,195,72,MOMENTUM,0,0,0,0,0,0
Hajdúböszörmény,Hajdú-Bihar megye 6. számú egyéni választókerület,17117,8372,8412,5216,Középváros,16693,9229,5354,1556,JOBBIK,0,0,0,0,0,0
Hajdúdorog,Hajdú-Bihar megye 6. számú egyéni választókerület,4188,2351,1802,661,Kisváros,4250,2784,1142,237,JOBBIK,0,0,0,0,0,0
Hajdúhadház,Hajdú-Bihar megye 3. számú egyéni választókerület,4817,1674,2903,1235,Kisváros,5077,3709,1003,281,JOBBIK,0,0,0,0,0,0
Hajdúnánás,Hajdú-Bihar megye 6. számú egyéni választókerület,8240,4206,3892,1961,Középváros,8392,4756,2787,597,JOBBIK,0,0,0,0,0,0
Hajdúsámson,Hajdú-Bihar megye 3. számú egyéni választókerület,6171,2097,3938,1402,Kisváros,6613,4346,1588,505,JOBBIK,0,0,0,0,0,0
Hajdúszoboszló,Hajdú-Bihar megye 5. számú egyéni választókerület,14366,7315,6614,4179,Középváros,14121,7551,5097,1123,MOMENTUM,0,0,0,0,0,0
Hajdúszovát,Hajdú-Bihar megye 5. számú egyéni választókerület,1334,520,786,337,Falu,1277,880,306,72,MOMENTUM,0,0,0,0,0,0
Hajmás,Somogy megye 1. számú egyéni választókerület,121,12,108,11,Falu,105,89,8,2,DK,0,0,0,0,0,0
Hajmáskér,Veszprém megye 1. számú egyéni választókerület,1392,322,696,259,Falu,1452,842,435,114,DK,0,0,0,0,0,0
Hajós,Bács-Kiskun megye 5. számú egyéni választókerület,1594,737,838,616,Falu,1531,904,455,143,DK,0,0,0,0,0,0
Halastó,Vas megye 3. számú egyéni választókerület,57,9,48,7,Falu,55,43,6,6,LMP,0,0,0,0,0,1
Halászi,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1770,641,1062,385,Falu,1804,1131,510,68,JOBBIK,0,0,0,0,0,0
Halásztelek,Pest megye 8. számú egyéni választókerület,6056,3558,2416,908,Kisváros,6548,3050,2761,352,DK,0,0,0,0,0,0
Halimba,Veszprém megye 3. számú egyéni választókerület,601,283,297,221,Falu,582,342,197,0,JOBBIK,0,1,0,0,1,1
Halmaj,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,839,367,447,255,Falu,852,604,208,0,MSZP,0,0,0,0,0,0
Halmajugra,Heves megye 2. számú egyéni választókerület,568,155,409,101,Falu,526,395,110,14,JOBBIK,0,0,0,0,0,0
Halogy,Vas megye 3. számú egyéni választókerület,172,41,127,38,Falu,156,119,23,14,LMP,0,0,0,0,0,1
Hangács,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,290,84,198,51,Falu,284,205,50,14,JOBBIK,0,0,0,0,0,0
Hangony,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,612,249,340,185,Falu,603,421,117,36,MSZP,0,0,0,0,0,1
Hantos,Fejér megye 5. számú egyéni választókerület,461,264,175,232,Falu,449,268,125,29,DK,0,0,0,1,0,0
Harasztifalu,Vas megye 3. számú egyéni választókerület,96,40,56,35,Falu,118,71,38,7,LMP,0,0,0,0,0,1
Harc,Tolna megye 2. számú egyéni választókerület,453,189,253,125,Falu,429,262,116,36,DK,0,0,0,0,0,0
Harka,Győr-Moson-Sopron megye 4. számú egyéni választókerület,1393,618,719,324,Falu,1655,967,509,127,JOBBIK,0,1,0,0,1,1
Harkakötöny,Bács-Kiskun megye 5. számú egyéni választókerület,478,155,314,121,Falu,466,306,93,57,DK,0,0,0,0,0,0
Harkány,Baranya megye 4. számú egyéni választókerület,2340,977,1291,424,Kisváros,2637,1587,768,166,DK,0,0,0,0,0,0
Háromfa,Somogy megye 2. számú egyéni választókerület,324,165,142,142,Falu,331,187,132,11,JOBBIK,0,1,0,0,1,1
Háromhuta,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,91,33,56,18,Falu,87,55,27,3,JOBBIK,0,0,0,0,0,0
Harsány,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,1124,394,713,303,Falu,1035,656,257,69,MSZP,0,0,0,0,0,0
Hárskút,Veszprém megye 1. számú egyéni választókerület,425,70,282,58,Falu,412,281,99,17,DK,0,0,0,0,0,0
Harta,Bács-Kiskun megye 3. számú egyéni választókerület,1951,1107,822,649,Falu,1908,921,812,107,DK,0,0,0,0,0,0
Hásságy,Baranya megye 2. számú egyéni választókerület,179,64,110,31,Falu,188,127,38,5,MSZP,0,0,0,0,1,0
Hatvan,Heves megye 3. számú egyéni választókerület,13650,7318,6166,5094,Középváros,12494,6036,4655,1401,MSZP,0,0,0,0,0,0
Hédervár,Győr-Moson-Sopron megye 5. számú egyéni választókerület,661,254,379,144,Falu,713,426,216,40,JOBBIK,0,0,0,0,0,0
Hedrehely,Somogy megye 2. számú egyéni választókerület,171,50,109,37,Falu,157,130,22,3,JOBBIK,0,1,0,0,1,1
Hegyesd,Veszprém megye 3. számú egyéni választókerület,107,38,69,33,Falu,116,76,33,0,JOBBIK,0,1,0,0,1,1
Hegyeshalom,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1789,713,996,451,Falu,1803,1080,570,87,JOBBIK,0,0,0,0,0,0
Hegyfalu,Vas megye 2. számú egyéni választókerület,421,169,243,91,Falu,413,266,110,26,MSZP,0,0,0,0,0,0
Hegyháthodász,Vas megye 3. számú egyéni választókerület,112,25,87,25,Falu,94,68,17,8,LMP,0,0,0,0,0,1
Hegyhátmaróc,Baranya megye 3. számú egyéni választókerület,80,44,32,26,Falu,70,34,24,8,JOBBIK,0,0,0,0,0,0
Hegyhátsál,Vas megye 3. számú egyéni választókerület,99,28,71,21,Falu,94,71,15,6,LMP,0,0,0,0,0,1
Hegyhátszentjakab,Vas megye 3. számú egyéni választókerület,170,63,105,56,Falu,181,108,56,15,LMP,0,0,0,0,0,1
Hegyhátszentmárton,Vas megye 3. számú egyéni választókerület,44,17,27,14,Falu,47,35,9,3,LMP,0,0,0,0,0,1
Hegyhátszentpéter,Vas megye 3. számú egyéni választókerület,96,21,74,19,Falu,83,62,20,0,LMP,0,0,0,0,0,1
Hegykő,Győr-Moson-Sopron megye 4. számú egyéni választókerület,936,265,651,143,Falu,950,679,197,50,JOBBIK,0,1,0,0,1,1
Hegymagas,Veszprém megye 3. számú egyéni választókerület,165,88,75,76,Falu,157,66,89,0,JOBBIK,0,1,0,0,1,1
Hegymeg,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,79,35,42,26,Falu,72,43,28,1,JOBBIK,0,0,0,0,0,0
Hegyszentmárton,Baranya megye 4. számú egyéni választókerület,198,76,115,46,Falu,210,136,49,15,DK,0,0,0,0,0,0
Héhalom,Nógrád megye 1. számú egyéni választókerület,505,167,322,98,Falu,544,374,107,31,DK,0,0,0,0,1,0
Hejce,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,123,34,82,30,Falu,127,90,27,6,JOBBIK,0,0,0,0,0,0
